"","ter_ic","title","sum","IC","result"
"14353","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1201",10
"14354","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1201",112
"14355","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1201",45
"14356","TIC_26","Путин Владимир Владимирович",58171,"УИК_1201",753
"14357","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1201",45
"14358","TIC_26","Сурайкин Максим Александрович",515,"УИК_1201",4
"14359","TIC_26","Титов Борис Юрьевич",941,"УИК_1201",14
"14360","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1201",17
"14361","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1202",5
"14362","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1202",115
"14363","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1202",67
"14364","TIC_26","Путин Владимир Владимирович",58171,"УИК_1202",798
"14365","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1202",35
"14366","TIC_26","Сурайкин Максим Александрович",515,"УИК_1202",5
"14367","TIC_26","Титов Борис Юрьевич",941,"УИК_1202",10
"14368","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1202",22
"14369","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1203",13
"14370","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1203",67
"14371","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1203",45
"14372","TIC_26","Путин Владимир Владимирович",58171,"УИК_1203",749
"14373","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1203",16
"14374","TIC_26","Сурайкин Максим Александрович",515,"УИК_1203",3
"14375","TIC_26","Титов Борис Юрьевич",941,"УИК_1203",8
"14376","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1203",13
"14377","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1204",5
"14378","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1204",77
"14379","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1204",44
"14380","TIC_26","Путин Владимир Владимирович",58171,"УИК_1204",820
"14381","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1204",22
"14382","TIC_26","Сурайкин Максим Александрович",515,"УИК_1204",5
"14383","TIC_26","Титов Борис Юрьевич",941,"УИК_1204",15
"14384","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1204",20
"14385","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1205",8
"14386","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1205",69
"14387","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1205",65
"14388","TIC_26","Путин Владимир Владимирович",58171,"УИК_1205",686
"14389","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1205",17
"14390","TIC_26","Сурайкин Максим Александрович",515,"УИК_1205",11
"14391","TIC_26","Титов Борис Юрьевич",941,"УИК_1205",10
"14392","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1205",12
"14393","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1206",9
"14394","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1206",126
"14395","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1206",65
"14396","TIC_26","Путин Владимир Владимирович",58171,"УИК_1206",1009
"14397","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1206",44
"14398","TIC_26","Сурайкин Максим Александрович",515,"УИК_1206",8
"14399","TIC_26","Титов Борис Юрьевич",941,"УИК_1206",17
"14400","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1206",27
"14401","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1207",12
"14402","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1207",132
"14403","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1207",60
"14404","TIC_26","Путин Владимир Владимирович",58171,"УИК_1207",938
"14405","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1207",34
"14406","TIC_26","Сурайкин Максим Александрович",515,"УИК_1207",7
"14407","TIC_26","Титов Борис Юрьевич",941,"УИК_1207",14
"14408","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1207",22
"14409","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1208",11
"14410","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1208",92
"14411","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1208",34
"14412","TIC_26","Путин Владимир Владимирович",58171,"УИК_1208",678
"14413","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1208",31
"14414","TIC_26","Сурайкин Максим Александрович",515,"УИК_1208",8
"14415","TIC_26","Титов Борис Юрьевич",941,"УИК_1208",11
"14416","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1208",6
"14417","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1209",6
"14418","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1209",60
"14419","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1209",38
"14420","TIC_26","Путин Владимир Владимирович",58171,"УИК_1209",751
"14421","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1209",23
"14422","TIC_26","Сурайкин Максим Александрович",515,"УИК_1209",8
"14423","TIC_26","Титов Борис Юрьевич",941,"УИК_1209",13
"14424","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1209",16
"14425","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1210",7
"14426","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1210",39
"14427","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1210",29
"14428","TIC_26","Путин Владимир Владимирович",58171,"УИК_1210",425
"14429","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1210",22
"14430","TIC_26","Сурайкин Максим Александрович",515,"УИК_1210",4
"14431","TIC_26","Титов Борис Юрьевич",941,"УИК_1210",3
"14432","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1210",5
"14433","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1211",13
"14434","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1211",93
"14435","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1211",39
"14436","TIC_26","Путин Владимир Владимирович",58171,"УИК_1211",596
"14437","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1211",28
"14438","TIC_26","Сурайкин Максим Александрович",515,"УИК_1211",5
"14439","TIC_26","Титов Борис Юрьевич",941,"УИК_1211",7
"14440","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1211",17
"14441","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1212",1
"14442","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1212",21
"14443","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1212",11
"14444","TIC_26","Путин Владимир Владимирович",58171,"УИК_1212",228
"14445","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1212",7
"14446","TIC_26","Сурайкин Максим Александрович",515,"УИК_1212",2
"14447","TIC_26","Титов Борис Юрьевич",941,"УИК_1212",1
"14448","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1212",8
"14449","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1213",11
"14450","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1213",189
"14451","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1213",118
"14452","TIC_26","Путин Владимир Владимирович",58171,"УИК_1213",1337
"14453","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1213",53
"14454","TIC_26","Сурайкин Максим Александрович",515,"УИК_1213",12
"14455","TIC_26","Титов Борис Юрьевич",941,"УИК_1213",21
"14456","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1213",38
"14457","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1214",7
"14458","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1214",73
"14459","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1214",49
"14460","TIC_26","Путин Владимир Владимирович",58171,"УИК_1214",790
"14461","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1214",30
"14462","TIC_26","Сурайкин Максим Александрович",515,"УИК_1214",9
"14463","TIC_26","Титов Борис Юрьевич",941,"УИК_1214",6
"14464","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1214",12
"14465","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1215",10
"14466","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1215",71
"14467","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1215",57
"14468","TIC_26","Путин Владимир Владимирович",58171,"УИК_1215",731
"14469","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1215",27
"14470","TIC_26","Сурайкин Максим Александрович",515,"УИК_1215",5
"14471","TIC_26","Титов Борис Юрьевич",941,"УИК_1215",4
"14472","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1215",19
"14473","TIC_26","Бабурин Сергей Николаевич",645,"УИК_1216",6
"14474","TIC_26","Грудинин Павел Николаевич",6791,"УИК_1216",78
"14475","TIC_26","Жириновский Владимир Вольфович",3620,"УИК_1216",61
"14476","TIC_26","Путин Владимир Владимирович",58171,"УИК_1216",814
"14477","TIC_26","Собчак Ксения Анатольевна",2379,"УИК_1216",28
"14478","TIC_26","Сурайкин Максим Александрович",515,"УИК_1216",5
"14479","TIC_26","Титов Борис Юрьевич",941,"УИК_1216",11
"14480","TIC_26","Явлинский Григорий Алексеевич",1679,"УИК_1216",14
"14481","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1367",10
"14482","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1367",134
"14483","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1367",46
"14484","TIC_27","Путин Владимир Владимирович",40129,"УИК_1367",801
"14485","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1367",93
"14486","TIC_27","Сурайкин Максим Александрович",357,"УИК_1367",4
"14487","TIC_27","Титов Борис Юрьевич",962,"УИК_1367",25
"14488","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1367",59
"14489","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1368",9
"14490","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1368",172
"14491","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1368",78
"14492","TIC_27","Путин Владимир Владимирович",40129,"УИК_1368",1007
"14493","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1368",99
"14494","TIC_27","Сурайкин Максим Александрович",357,"УИК_1368",10
"14495","TIC_27","Титов Борис Юрьевич",962,"УИК_1368",25
"14496","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1368",61
"14497","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1369",13
"14498","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1369",111
"14499","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1369",44
"14500","TIC_27","Путин Владимир Владимирович",40129,"УИК_1369",924
"14501","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1369",67
"14502","TIC_27","Сурайкин Максим Александрович",357,"УИК_1369",11
"14503","TIC_27","Титов Борис Юрьевич",962,"УИК_1369",23
"14504","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1369",39
"14505","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1370",10
"14506","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1370",103
"14507","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1370",48
"14508","TIC_27","Путин Владимир Владимирович",40129,"УИК_1370",808
"14509","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1370",47
"14510","TIC_27","Сурайкин Максим Александрович",357,"УИК_1370",12
"14511","TIC_27","Титов Борис Юрьевич",962,"УИК_1370",19
"14512","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1370",40
"14513","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1371",5
"14514","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1371",153
"14515","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1371",30
"14516","TIC_27","Путин Владимир Владимирович",40129,"УИК_1371",856
"14517","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1371",89
"14518","TIC_27","Сурайкин Максим Александрович",357,"УИК_1371",3
"14519","TIC_27","Титов Борис Юрьевич",962,"УИК_1371",39
"14520","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1371",45
"14521","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1372",12
"14522","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1372",84
"14523","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1372",31
"14524","TIC_27","Путин Владимир Владимирович",40129,"УИК_1372",653
"14525","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1372",40
"14526","TIC_27","Сурайкин Максим Александрович",357,"УИК_1372",5
"14527","TIC_27","Титов Борис Юрьевич",962,"УИК_1372",19
"14528","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1372",15
"14529","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1373",7
"14530","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1373",77
"14531","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1373",28
"14532","TIC_27","Путин Владимир Владимирович",40129,"УИК_1373",528
"14533","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1373",29
"14534","TIC_27","Сурайкин Максим Александрович",357,"УИК_1373",5
"14535","TIC_27","Титов Борис Юрьевич",962,"УИК_1373",13
"14536","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1373",28
"14537","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1374",8
"14538","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1374",64
"14539","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1374",25
"14540","TIC_27","Путин Владимир Владимирович",40129,"УИК_1374",536
"14541","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1374",22
"14542","TIC_27","Сурайкин Максим Александрович",357,"УИК_1374",7
"14543","TIC_27","Титов Борис Юрьевич",962,"УИК_1374",10
"14544","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1374",27
"14545","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1375",11
"14546","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1375",136
"14547","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1375",52
"14548","TIC_27","Путин Владимир Владимирович",40129,"УИК_1375",1142
"14549","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1375",75
"14550","TIC_27","Сурайкин Максим Александрович",357,"УИК_1375",4
"14551","TIC_27","Титов Борис Юрьевич",962,"УИК_1375",33
"14552","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1375",51
"14553","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1376",5
"14554","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1376",77
"14555","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1376",25
"14556","TIC_27","Путин Владимир Владимирович",40129,"УИК_1376",542
"14557","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1376",48
"14558","TIC_27","Сурайкин Максим Александрович",357,"УИК_1376",4
"14559","TIC_27","Титов Борис Юрьевич",962,"УИК_1376",9
"14560","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1376",21
"14561","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1377",14
"14562","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1377",74
"14563","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1377",38
"14564","TIC_27","Путин Владимир Владимирович",40129,"УИК_1377",665
"14565","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1377",44
"14566","TIC_27","Сурайкин Максим Александрович",357,"УИК_1377",5
"14567","TIC_27","Титов Борис Юрьевич",962,"УИК_1377",17
"14568","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1377",32
"14569","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1378",12
"14570","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1378",105
"14571","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1378",37
"14572","TIC_27","Путин Владимир Владимирович",40129,"УИК_1378",791
"14573","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1378",41
"14574","TIC_27","Сурайкин Максим Александрович",357,"УИК_1378",6
"14575","TIC_27","Титов Борис Юрьевич",962,"УИК_1378",17
"14576","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1378",35
"14577","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1379",6
"14578","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1379",122
"14579","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1379",52
"14580","TIC_27","Путин Владимир Владимирович",40129,"УИК_1379",996
"14581","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1379",46
"14582","TIC_27","Сурайкин Максим Александрович",357,"УИК_1379",8
"14583","TIC_27","Титов Борис Юрьевич",962,"УИК_1379",14
"14584","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1379",38
"14585","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1380",4
"14586","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1380",101
"14587","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1380",42
"14588","TIC_27","Путин Владимир Владимирович",40129,"УИК_1380",801
"14589","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1380",59
"14590","TIC_27","Сурайкин Максим Александрович",357,"УИК_1380",5
"14591","TIC_27","Титов Борис Юрьевич",962,"УИК_1380",22
"14592","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1380",50
"14593","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1381",8
"14594","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1381",95
"14595","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1381",47
"14596","TIC_27","Путин Владимир Владимирович",40129,"УИК_1381",950
"14597","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1381",59
"14598","TIC_27","Сурайкин Максим Александрович",357,"УИК_1381",10
"14599","TIC_27","Титов Борис Юрьевич",962,"УИК_1381",25
"14600","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1381",39
"14601","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1382",14
"14602","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1382",113
"14603","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1382",47
"14604","TIC_27","Путин Владимир Владимирович",40129,"УИК_1382",902
"14605","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1382",36
"14606","TIC_27","Сурайкин Максим Александрович",357,"УИК_1382",10
"14607","TIC_27","Титов Борис Юрьевич",962,"УИК_1382",19
"14608","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1382",37
"14609","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1383",9
"14610","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1383",96
"14611","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1383",52
"14612","TIC_27","Путин Владимир Владимирович",40129,"УИК_1383",821
"14613","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1383",45
"14614","TIC_27","Сурайкин Максим Александрович",357,"УИК_1383",6
"14615","TIC_27","Титов Борис Юрьевич",962,"УИК_1383",13
"14616","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1383",30
"14617","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1384",15
"14618","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1384",75
"14619","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1384",56
"14620","TIC_27","Путин Владимир Владимирович",40129,"УИК_1384",713
"14621","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1384",33
"14622","TIC_27","Сурайкин Максим Александрович",357,"УИК_1384",5
"14623","TIC_27","Титов Борис Юрьевич",962,"УИК_1384",11
"14624","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1384",22
"14625","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1385",17
"14626","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1385",40
"14627","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1385",29
"14628","TIC_27","Путин Владимир Владимирович",40129,"УИК_1385",436
"14629","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1385",26
"14630","TIC_27","Сурайкин Максим Александрович",357,"УИК_1385",4
"14631","TIC_27","Титов Борис Юрьевич",962,"УИК_1385",11
"14632","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1385",12
"14633","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1386",13
"14634","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1386",121
"14635","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1386",55
"14636","TIC_27","Путин Владимир Владимирович",40129,"УИК_1386",1117
"14637","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1386",39
"14638","TIC_27","Сурайкин Максим Александрович",357,"УИК_1386",8
"14639","TIC_27","Титов Борис Юрьевич",962,"УИК_1386",20
"14640","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1386",43
"14641","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1387",5
"14642","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1387",78
"14643","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1387",36
"14644","TIC_27","Путин Владимир Владимирович",40129,"УИК_1387",660
"14645","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1387",47
"14646","TIC_27","Сурайкин Максим Александрович",357,"УИК_1387",5
"14647","TIC_27","Титов Борис Юрьевич",962,"УИК_1387",11
"14648","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1387",35
"14649","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1388",7
"14650","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1388",83
"14651","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1388",48
"14652","TIC_27","Путин Владимир Владимирович",40129,"УИК_1388",784
"14653","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1388",26
"14654","TIC_27","Сурайкин Максим Александрович",357,"УИК_1388",4
"14655","TIC_27","Титов Борис Юрьевич",962,"УИК_1388",9
"14656","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1388",42
"14657","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1389",13
"14658","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1389",163
"14659","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1389",51
"14660","TIC_27","Путин Владимир Владимирович",40129,"УИК_1389",1085
"14661","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1389",62
"14662","TIC_27","Сурайкин Максим Александрович",357,"УИК_1389",9
"14663","TIC_27","Титов Борис Юрьевич",962,"УИК_1389",29
"14664","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1389",43
"14665","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1390",14
"14666","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1390",132
"14667","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1390",52
"14668","TIC_27","Путин Владимир Владимирович",40129,"УИК_1390",931
"14669","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1390",58
"14670","TIC_27","Сурайкин Максим Александрович",357,"УИК_1390",6
"14671","TIC_27","Титов Борис Юрьевич",962,"УИК_1390",28
"14672","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1390",46
"14673","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1391",10
"14674","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1391",174
"14675","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1391",52
"14676","TIC_27","Путин Владимир Владимирович",40129,"УИК_1391",1065
"14677","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1391",73
"14678","TIC_27","Сурайкин Максим Александрович",357,"УИК_1391",5
"14679","TIC_27","Титов Борис Юрьевич",962,"УИК_1391",22
"14680","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1391",36
"14681","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1392",9
"14682","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1392",87
"14683","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1392",48
"14684","TIC_27","Путин Владимир Владимирович",40129,"УИК_1392",809
"14685","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1392",35
"14686","TIC_27","Сурайкин Максим Александрович",357,"УИК_1392",11
"14687","TIC_27","Титов Борис Юрьевич",962,"УИК_1392",16
"14688","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1392",36
"14689","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1393",14
"14690","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1393",158
"14691","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1393",55
"14692","TIC_27","Путин Владимир Владимирович",40129,"УИК_1393",1155
"14693","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1393",86
"14694","TIC_27","Сурайкин Максим Александрович",357,"УИК_1393",15
"14695","TIC_27","Титов Борис Юрьевич",962,"УИК_1393",34
"14696","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1393",88
"14697","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1394",14
"14698","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1394",89
"14699","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1394",42
"14700","TIC_27","Путин Владимир Владимирович",40129,"УИК_1394",852
"14701","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1394",52
"14702","TIC_27","Сурайкин Максим Александрович",357,"УИК_1394",4
"14703","TIC_27","Титов Борис Юрьевич",962,"УИК_1394",19
"14704","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1394",45
"14705","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1395",10
"14706","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1395",115
"14707","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1395",28
"14708","TIC_27","Путин Владимир Владимирович",40129,"УИК_1395",685
"14709","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1395",75
"14710","TIC_27","Сурайкин Максим Александрович",357,"УИК_1395",8
"14711","TIC_27","Титов Борис Юрьевич",962,"УИК_1395",18
"14712","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1395",59
"14713","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1396",10
"14714","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1396",118
"14715","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1396",37
"14716","TIC_27","Путин Владимир Владимирович",40129,"УИК_1396",680
"14717","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1396",87
"14718","TIC_27","Сурайкин Максим Александрович",357,"УИК_1396",12
"14719","TIC_27","Титов Борис Юрьевич",962,"УИК_1396",33
"14720","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1396",54
"14721","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1397",10
"14722","TIC_27","Грудинин Павел Николаевич",5441,"УИК_1397",133
"14723","TIC_27","Жириновский Владимир Вольфович",2128,"УИК_1397",31
"14724","TIC_27","Путин Владимир Владимирович",40129,"УИК_1397",726
"14725","TIC_27","Собчак Ксения Анатольевна",2597,"УИК_1397",74
"14726","TIC_27","Сурайкин Максим Александрович",357,"УИК_1397",5
"14727","TIC_27","Титов Борис Юрьевич",962,"УИК_1397",28
"14728","TIC_27","Явлинский Григорий Алексеевич",1898,"УИК_1397",43
"14729","TIC_27","Бабурин Сергей Николаевич",516,"УИК_1398",12
